name,city,wifi,seat,quiet,tasty,cheap,music,url,latitude,longitude,limited_time,socket,standing_desk,mrt,open_time,
Cafe chat 04,taipei,0,4,4,4,5,0,https://www.facebook.com/CafeChatLeopard/photos/a.258380740856029.76117.219492518078185/1273171762710250/?type=3,25.0620544,121.5141956,no,no,yes,,,
豐鼎咖啡商號,taipei,5,5,5,5,5,4,https://www.facebook.com/phongdingcafe/,25.0212004,121.4767899,no,no,no,"新埔站4號出口步14分/公車站''雙王里''步3分/YouBike""永豐公園""站前",,
開心路輕食吧,taipei,5,0,4,4,5,4,,25.138321,121.500914,maybe,maybe,no,,10:00～20:00,
201 café restaurant,taipei,5,0,3,4,0,0,,25.040886,121.506625,,,,,,
Elephant Machine,taipei,5,4,4,4,3,4,https://www.instagram.com/elephantmachine/,25.030833,121.529724,no,maybe,no,,10:00-18:30,
yolo's cafe 長安建國店,taipei,5,5,5,5,5,5,,25.0490547,121.5360998,no,maybe,yes,,,
M.E.kaffa,taipei,5,4.5,3.5,3.5,4.5,4,https://m.facebook.com/M.E.Kaffa/,24.9789818,121.5415034,no,maybe,yes,七張 大坪林,11:30~22:30,
Barry & Gabriela's 小酒趴,taipei,5,5,4,3.5,4,4.5,https://www.facebook.com/BarryGabi9pa/,25.053704,121.509903,maybe,maybe,yes,北門捷運站,永久倒閉,
STONE espresso bar & coffee roaster,taipei,0,0,0,0,0,0,,25.0279976,121.5503213,,,,,,
行旅者驛站,taipei,4,4.5,4,3.5,3,4.5,,25.0030704,121.467314,no,no,yes,府中,14:00 - 22:30       週一公休,
當樂咖啡,taipei,5,4,3.5,3.5,3.5,4.5,https://www.facebook.com/download.cafe/,25.0173815,121.4619065,,,no,"板橋站3號出口步7分/公車站""板橋車站(文化路)""步4分/YouBike""捷運板橋站(3號出口)""""國光里(國光路)""站步6分","星期一店休，若遇國定假期則會順延店休日( 如有變動, 依粉絲專頁公告為主)",
索引文創,taipei,4,4.5,4.5,4,4,4.5,https://www.facebook.com/%E7%B4%A2%E5%BC%95%E6%96%87%E5%89%B5-188721827941567/,25.0816069,121.545204,no,maybe,yes,,13:00 - 21:00,
克萊娜咖啡,taipei,0,0,0,0,0,0,,25.0620534,121.5211471,,,,,,
旅沐咖啡通安店,taipei,0,0,0,0,0,0,,25.0324169,121.5532381,,,,,,
福氣咖啡,taipei,0,0,0,0,0,0,,25.0774511,121.4849338,,,,,,
福來得咖啡Fred`s Cafe,taipei,5,5,4,5,4,4,https://www.facebook.com/fredhuanggoodcafe/,25.0334,121.558947,maybe,maybe,no,台北101/世貿站1號出口步4分,,
鐵工廠咖啡,taipei,0,0,0,0,0,0,,25.094253,121.4687753,,,,,,
 爐鍋咖啡＠小藝埕,taipei,4,3,2,4,2,3,https://www.luguocafe.com/pages/artyard-cafe,25.0546325,121.509949,maybe,no,no,"北門站3號出口步8分/公車站""迪化街口(永樂市場)""""南京西寧路口""步2分, ""南京西路口(鈕扣街)""步4分/YouBike""永樂市場""站步1分",,
尖蚪,taipei,0,0,0,0,0,0,,25.0107301,121.5322544,,,,,,
左撇子日常 Lefty Daily,taipei,5,3,5,0,4,5,http://www.facebook.com/leftydaily,25.0712285,121.6331405,,maybe,no,,,
我們,taipei,4,5,5,4,4,5,https://www.facebook.com/wein2017/,24.9950897,121.5049808,no,no,yes,景安站,每月公休時間不定，視店家公布日期,
豆咖啡 BEANCAFE   北投店,taipei,0,0,0,0,0,0,,25.1340314,121.4972653,,,,,,
放空自我咖啡館,taipei,0,0,0,0,0,0,https://www.facebook.com/emptybrainpark,25.05378,121.617111,no,yes,no,,,
CO77EE,taipei,5,3.5,4.5,4.5,4.5,4,https://www.facebook.com/Co77ee-77%E5%92%96%E5%95%A1-954789644564148/,25.0496432,121.5809608,no,yes,no,松山/台鐵松山站,0800~1700          (周日休),
嚐途。Tcoffeewn,taipei,5,5,5,5,5,5,,25.0281529,121.565664,,,,,,
石尚雨林店(老虎),taipei,5,3,3,5,3,0,,24.9983469,121.5810358,no,,,,,
慢豆君MR.SLOW,taipei,0,0,0,0,0,0,,25.0798305,121.5519134,,no,no,,,
田中園咖啡廳，環亞店,taipei,3,4,2,3,2,2,,25.053179,121.547018,no,yes,no,,11：00-22：00,
 好物Spirit咖啡,taipei,4,5,4,4,3,4,https://www.facebook.com/haowuspiritcafe/,25.0269367,121.5508326,,,,,,
咖啡行者工作室 coffee seeker studio,taipei,5,4.5,4.5,5,4,5,https://www.facebook.com/coffeestoreseekerstudio/,24.9476609,121.3837981,maybe,no,yes,,,
 一步一步來/Kopi Ibrik,taipei,0,3,4,4,3,4,https://www.facebook.com/TURKISHCOFFEETAIWAN/,25.0363118,121.5471997,,no,no,"大安站6號出口步7分, 忠孝復興站3號出口步11分/公車站""仁愛敦化路口""步3分, ""仁愛國中""步4分, ""信義敦化路口""""信義大安路口""""和安里""步5分/Youbike""仁愛醫院""站步3分, ""信義敦化路口""站步7分",,
艸堂珈琲,taipei,5,5,5,5,5,5,https://www.facebook.com/tsautangcafe/,25.0445087,121.4524504,maybe,maybe,no,,不定期公休(見粉專),
小樽手作珈琲 誠品生活西門店,taipei,0,5,4,5,4,4,,25.043798,121.505412,no,,,,,
8% Ice Cafe,taipei,0,0,0,0,0,0,,25.0317329,121.530028,,,,,,
小咖啡 Leo's Cafe,taipei,5,5,5,5,5,5,https://www.facebook.com/Leos-278055258899915/,24.9919223,121.5018562,no,maybe,yes,,,
天然飲,taipei,0,0,0,0,0,0,https://www.facebook.com/NanergeTaiwan/,25.0521106,121.5423506,no,no,yes,南京復興站,,
路易莎新海直營店,taipei,3,3,3,3,4,3,,25.024204,121.460717,,,no,,,
娂豆自家烘焙精品咖啡,taipei,5,4.5,5,5,3.5,5,https://zh-tw.facebook.com/redbeencoffee/,22.89546,121.237511,maybe,no,no,,星期日10:00–21:00,
五咖啡 WOW Coffee,taipei,0,5,5,5,5,5,,25.0512049,121.515258,,,,,,
小宇咖啡實驗室,taipei,0,0,0,0,0,0,,24.9998014,121.5549259,,,,,,
我思私宅甜點,taipei,4,4,4,3,4.5,4,,25.1145839,121.5306065,,,,,,
伊士曼寧,taipei,3,2,2,2,4,2,https://www.facebook.com/itsmoney86/,25.0337481,121.5266863,no,maybe,yes,東門,10:00-21:00,
光點珈琲時光Spot Café Lumière,taipei,3,3.5,3,2.5,2,2,https://www.facebook.com/光點珈琲時光-Spot-Café-Lumière-101601579927911/,25.053279,121.522161,,,,中山站,10:00-22:00,
來吧 Cafe,taipei,5,3,3,5,3,5,https://www.facebook.com/Lightbarcafe/?ref=bookmarks,25.0320142,121.5392946,maybe,yes,yes,,,
Quel Café - 克爾‧何等的咖啡,taipei,3,2,3,5,5,4,https://www.facebook.com/QuelCafe/,25.0617402,121.5465977,no,no,yes,中山國中,"週一到週五 08:00-18:00
週六: 10:00-17:00",
理想。時光,taipei,3.5,3,2,3.5,2.5,3.5,https://www.facebook.com/理想時光-469391333125390/,25.031675,121.544394,no,no,yes,大安,12:00-21:00       (周日公休),
流浪觀點,taipei,5,5,4,3.5,4,3,https://www.facebook.com/%E6%B5%81%E6%B5%AA%E8%A7%80%E9%BB%9E-Vagabond-Cafe-424026191034318/,25.0959316,121.5255005,no,yes,no,士林,12:00-24:00 ,
肆拾肆號館,taipei,5,5,5,5,5,5,https://www.facebook.com/44CafeBistro/,25.015767,121.513655,maybe,maybe,yes,頂溪捷運站,連續假期營業至凌晨二點,
沙龍珈琲 x 文化實驗室,taipei,5,4,4,4,4,4,https://www.facebook.com/salonstudio.tw/,25.0461759,121.505084,no,maybe,yes,西門捷運站,,
伊聖詩私房書櫃 X 新生廚坊,taipei,0,5,5,5,5,5,https://www.facebook.com/pg/escentsbooks,25.024206,121.533971,no,maybe,no,"台電大樓站2號出口步10分/公館站3號出口步14分//公車站""龍安國小(公務人力發展中心)""步1分/YouBike""辛亥新生路口""站步3分",,
COFFEE STAND,taipei,0,0,0,0,0,0,,25.0910628,121.5173517,,,,,,
Waffle Please 比利時列日鬆餅專賣店,taipei,5,5,4.5,3.5,4,3.5,https://www.facebook.com/wafflepleasestore/,25.0778622,121.5764428,no,maybe,no,港墘站2號出口,"平日10:30-19:00
周末09:00-19:00",
Myron cafe,taipei,5,4,4,4,3,3,,25.056984,121.5195252,no,yes,,,,
Goodman Roaster,taipei,5,4,4.5,5,3.5,4,https://www.facebook.com/pages/Goodman-Roaster/886090038098409?fref=ts,25.1240522,121.5318645,no,maybe,no,,,
豆工房GPG珈琲館,taipei,0,0,0,0,0,0,,25.0457531,121.5743534,,,,,,
PK Caffè,taipei,4.5,3.5,4,4.5,4.5,4,https://www.facebook.com/pkcaffe/,25.053446,121.560912,no,,no,南京三民,07:30-17:00         週三公休,
Coffee Tsubame,taipei,0,0,0,0,0,0,https://www.facebook.com/%E5%92%96%E5%95%A1%E7%87%95-Coffee-tsubame-104955754287697,25.118646,121.522036,no,yes,yes,,,
木子李饌心,taipei,5,5,3,3,5,5,https://www.facebook.com/MoozileeCafe/,25.0581924,121.5562717,,,no,, 好像有些節日會FB公告休息,
露特西亞天母,taipei,0,4,3.5,3,3.5,2.5,,25.114198,121.5275138,,,,,,
Felice Cafe 享樂咖啡,taipei,4,4,3,3,4,4,,25.04071,121.578065,no,yes,yes,永春,,
CAMA COFFEE ROASTERS 豆留森林,taipei,0,0,0,0,0,0,,25.1381795,121.5466575,,,,,,
LILI KOKO Coffee,taipei,5,4.5,3.5,4.5,4.5,4,https://www.facebook.com/lilikokocoffee/,25.1128132,121.4906172,no,yes,no,,,
丹家咖啡大安店,taipei,0,5,5,5,3,0,https://www.facebook.com/dhcafedaan/,25.0359896,121.5428561,no,no,no,,,
奶油鬍子貓,taipei,5,4,4,5,5,4,https://www.facebook.com/happycatmeow34/,25.015079,121.45513,maybe,maybe,no,板橋捷運站,,
甜心屋咖啡 Sweet Home Coffee,taipei,1,1,1,4.5,4,2.5,https://www.facebook.com/sweethomecoffee/,25.026873,121.423592,no,no,no,丹鳳站,,
朵朵開咖啡,taipei,4,4,5,4,4,5,https://www.facebook.com/duoduokaicafe/,25.0817825,121.5810041,no,yes,no,"文德站2號出口步7分/公車站""西湖園""步4分,''內湖國小''步5分/YouBike""碧湖公園""站步4分",每月雙週週二休,
Necessary Workshop,taipei,5,5,5,5,4,5,,25.067534,121.5254502,no,maybe,no,中山國小站、圓山站,,
路易莎咖啡景美SOHO店,taipei,4,2,2,3,4,4,,24.9954818,121.5409423,no,maybe,no,,,
雨聲咖啡,taipei,5,3,5,5,4,5,https://www.facebook.com/raincoffeee/?ref=page_internal,24.9948479,121.5425928,no,maybe,no,捷運景美站,,
自家屋咖啡焙煎專賣店,taipei,0,5,1,5,5,5,https://www.facebook.com/kaffaforest/,25.081769,121.5720093,no,no,no,,(一)~(五) 8:30-18:00 (六) 9:00-16:00,
Louisa Coffee 瑞安店,taipei,4,3.5,1,3.5,4.5,3.5,,25.0285723,121.539451,no,maybe,no,,,
鮮烘咖啡工作室,taipei,5,4,3,5,4,3,https://m.facebook.com/HomeRoasCoffee/,25.023367,121.531433,no,yes,no,,,
61 Note,taipei,5,4,3,4,4,4,https://www.facebook.com/61note-146703125380696/,25.0525439,121.5182752,maybe,no,yes,中山站6號出口步2分,,
ITCafe (已歇業),taipei,1,3,2,5,1,3,https://www.facebook.com/itcafe522/,25.0634772,121.5871663,no,maybe,no,,09:00 - 22:00,
T&T cafe (已歇業),taipei,4.5,3,2.5,3.5,4,4,https://www.facebook.com/tt.cafe1020214/,25.045139,121.581551,no,maybe,no,,營業時間要依照FB,
秋山珈琲屋,taipei,4.5,5,5,4.5,4,4.5,https://www.facebook.com/mountemptiness/,25.0986742,121.5322401,no,maybe,yes,,,
Coffee Tiny,taipei,0,0,3,5,5,5,https://www.facebook.com/pg/coffeetiny/,25.0579207,121.5249262,no,no,no,,,
馬克老爹-大同門市,taipei,5,5,5,5,5,5,https://www.mk-coffee.tw,25.057707,121.636226,no,maybe,yes,,,
五九鮮焙咖啡,taipei,0,0,0,0,0,0,,25.0282679,121.52251,,,,,,
藍色公路海景咖啡館,taipei,5,5,4,2,3,3,https://www.facebook.com/BlueWay1016/,25.1276559,121.3454962,no,maybe,no,,遇國定假日有所不同,
Sway Black Coffee 嗜黑精品咖啡專門店,taipei,0,0,0,0,0,0,,25.0478213,121.5454152,,,,,,
Kahvi Coffee ,taipei,0,4,4,2,3,3,,25.049577,121.513627,,no,yes,,,
Cafe Ami 阿米咖啡,taipei,1,2,1,3,4,2,,25.0009659,121.551602,no,no,yes,,,
 Miss V Bakery Cafe,taipei,4,3,2,3,3,4,https://www.facebook.com/missvbakery/,25.0556851,121.5202911,maybe,no,no,中山站,,
Luna自家烘焙咖啡,taipei,0,0,0,0,0,0,,25.1713363,121.4385184,,,,,,
C＆C café,taipei,5,3,3,5,3,5,https://www.facebook.com/CC-caf%C3%A9-319807804841198/,25.0194492,121.5318148,no,,,,,
3 Cafe Studio,taipei,4.5,5,5,4,4,5,https://www.facebook.com/3cafestudio/,25.0528784,121.5363665,,maybe,no,,,
路易莎咖啡大直店,taipei,4,3,2,3,3,3,https://www.facebook.com/ABlouisa/,25.083018,121.546465,no,maybe,no,,"7:30～21:00(平日),18:00(假日)",
CHUN 純咖啡,taipei,4.5,4,4.5,5,4,4,https://www.facebook.com/CHUN-純咖啡-905313409523758/,25.0151157,121.4603226,no,maybe,no,板橋站,09:00～21:00　週二公休,
Aakii coffee,taipei,0,0,0,0,0,0,,25.0617214,121.5211001,,,,,,
發光吧 infinity coffee,taipei,5,5,5,5,4,4,https://www.facebook.com/%E7%99%BC%E5%85%89%E5%90%A7Infinity-coffee-1039615419521261/,25.051094,121.594997,no,maybe,yes,,不定時公休,
Rooftop café 頂樓咖啡,taipei,4,4,4,0,5,5,https://www.facebook.com/Rooftopcafe64/,24.938124,121.3780877,no,maybe,yes,,,
咖啡屋 珈琲や 台北松山工房,taipei,4,4,1,5,5,5,https://www.facebook.com/tw.coffeeya/,25.049981,121.5788369,no,,no,松山捷運站,,
Twin Brothers,taipei,5,4,3,4,5,4,https://www.facebook.com/twinbrotherscoffee/,25.0438677,121.5493178,no,yes,yes,,,
雀客咖啡,taipei,5,2,2,3,2,4,https://www.facebook.com/checkcafes/,25.0593758,121.5334526,maybe,maybe,no,,,
Ray Cafe,taipei,3,3,3.5,4,5,4.5,https://www.facebook.com/Ray-Cafe-1641856936128310/,25.0407645,121.5515145,no,no,yes,忠孝敦化,,
 立裴米緹咖啡館,taipei,4,3,3,5,2,3,https://www.facebook.com/%E7%AB%8B%E8%A3%B4%E7%B1%B3%E7%B7%B9%E5%92%96%E5%95%A1%E9%A4%A8%E5%AE%98%E7%B6%B2-Lapres-midi-Cafe-328183203931137/,25.0530194,121.5216909,,no,,,,
FUFUCatCafe,taipei,0,0,0,0,0,0,,25.063268,121.5873878,,,,,,
誇張古懂咖啡店,taipei,4,4.5,4.5,3.5,3.5,3.5,https://www.facebook.com/pg/kuazhana.cafe131/about/?ref=page_internal,25.0377865,121.5292101,,,,,,
丹家暢堤咖啡總店-健康咖啡豆專賣,taipei,1,5,5,5,3,1,https://www.facebook.com/dh.coffee?fref=ts,25.074392,121.578514,no,no,no,,開店有時候會早或晚一點,
AGCT Apartment,taipei,4,2,3,5,3,4,https://www.facebook.com/AGCT.GROUP/,25.0213588,121.533117,maybe,maybe,,,,
AROMA CAFE,taipei,0,0,0,0,0,0,https://www.facebook.com/2014aromacafe/,25.067229,121.479993,no,no,no,,,
鬧鄰居咖啡,taipei,0,0,0,0,0,0,,25.0294737,121.5233716,,,,,,
珍妃咖啡坊-師大店,taipei,0,5,3,5,4,2,,25.0217346,121.5266206,no,no,no,台電大樓站,,
 Coffee Moon 珈琲月,taipei,0,1,3,3,5,4,https://www.facebook.com/Coffee-Moon-%E7%8F%88%E7%90%B2%E6%9C%88-209108199566231/?fref=ts,25.0530617,121.5336484,no,no,no,,,
光一旅集,taipei,0,4,4,5,3,5,https://www.facebook.com/guangyiliuji/,25.0191293,121.5302009,,,,,,
Pillow Caf'e,taipei,3,4.5,4.5,4,3.5,3.5,https://www.facebook.com/Pillowcafe133/,25.0269537,121.5398395,no,yes,no,"科技大樓站步6分/公車站""龍門國中(和平)""步3分, ""龍門國中(建國)""步4分/YouBike""台北市立圖書館(總館)""站步4分, ""建國和平路口""""捷運科技大樓站""站步5分",,
CAFEPRO職人咖啡商行林口店,taipei,0,0,0,0,0,0,,25.0801613,121.3980044,,,,,,
康定19綠色人文饗味空間,taipei,0,0,0,0,0,0,,25.0452959,121.5032513,,,,,,
Dolly Coffee 多莉咖啡,taipei,0,4,5,5,5,5,https://www.facebook.com/lovedollycoffee,25.1145404,121.509234,,,,,,
Wicked Wolfpack,taipei,0,0,0,0,0,0,https://www.facebook.com/pg/wickedwolfpack/about/?ref=page_internal,25.119379,121.5305074,,,,,,
有意樹桿Artree,taipei,5,3,4,4.5,5,5,https://www.facebook.com/artreecafe/?fref=ts,25.02303,121.556187,no,maybe,yes,,週一～週五 12:00-22:30 週末 10:30-22:30,
EZspace共享空間,taipei,4,5,5,3,4,4,http://www.ezspace.tw/,25.0509752,121.5215127,no,yes,no,中山,10:00-22:00(供餐至21:00),
E61 咖啡場所,taipei,4,2,3,5,4,3,https://www.facebook.com/pages/%E5%A3%B9%E9%99%B8%E5%A3%B9%E5%92%96%E5%95%A1%E5%A0%B4%E6%89%80/184123041607719,25.001743,121.5151407,no,no,no,永安市場,15:00 p.m. - 22:00 p.m.,
Cuiqu Coffee 奎克咖啡（台北忠孝店）,taipei,5,4,3,3,4,5,http://www.cuiqu-coffee.com/index.php,25.0407001,121.5533898,,,,,,
MORLAN COFFEE,taipei,0,0,0,0,0,0,,25.0215139,121.533007,no,maybe,no,,,
伴鹿咖啡DeerFriend Café,taipei,5,4.5,4,4,4,3.5,https://www.facebook.com/deerfriendcafe/,25.026192,121.549511,no,yes,yes,六張犁站,11:00~20:00,
貳月咖啡,taipei,4.5,4.5,4.5,4,3.5,4,https://www.facebook.com/february.tw/,25.026943,121.532124,no,maybe,no,"東門站5號出口步11分, 台電大樓站3號出口步13分, 古亭站5號出口步13分/公車站""溫州街口""步2分, ""和平新生路口""步5分/YouBike""金華公園""""台灣師範大學(圖書館)""站步5分",,
陋室 咖啡館 Roast Coffee,taipei,4.5,5,4.5,5,4,4.5,https://www.facebook.com/RoastCoffee317/,25.0266906,121.4652086,,maybe,no,"新埔站1號出口步7分/公車站''大漢橋''步2分/YouBike""板橋四維公園""站步7分",公休時間見FB粉專公告,
Fika Fika 伊通店,taipei,5,3,3,5,3,4,https://www.facebook.com/FikaFikaCafe,25.0504816,121.5351317,maybe,no,yes,松江南京,,
T-park cafe&eatery,taipei,5,5,3,4,4,5,https://www.facebook.com/TPARKCAFE/?fref=ts,25.0501908,121.5254324,no,yes,yes,中山,11:30-22:00     （週一公休）,
Yvonne Caf'e（已停業）,taipei,4,5,5,5,5,5,https://m.facebook.com/yvonnecafe/?ref=bookmarks,25.0336221,121.5393306,no,maybe,yes,大安/大安森林公園,7:30-18:30,
ZOo Café -入咖啡,taipei,5,5,5,3.5,4.5,3.5,https://www.facebook.com/zoocafe.20/,25.008764,121.45786,no,maybe,no,,,
GinGin Coffee Company,taipei,0,4,4,5,4,5,https://www.facebook.com/gingincc/,25.04108,121.531434,maybe,maybe,yes,,,
COFFEE88 | 咖啡捌拾捌,taipei,2,3,3,1,1,4,https://www.facebook.com/coffee88roastingstudio/,24.9873989,121.5505703,no,maybe,yes,,11:30-2000 五六至22:00,
樂波波咖啡研究室Le BoBo coffee ,taipei,0,0,0,0,0,0,,25.0380456,121.5257937,,no,no,,,
Milkglider Latteartist Unity,taipei,4,4.5,4,5,4,3,https://www.facebook.com/Milkglider/,25.059436,121.5487,no,no,no,中山國中,,
小圓桌Café,taipei,0,0,0,0,0,0,,25.1198955,121.5065843,,,,,,
森丘 Afternoon Tease,taipei,5,5,5,5,4,5,https://www.facebook.com/afternoonteaser/?fref=ts,25.1149101,121.52787,no,yes,no,芝山,13:30-18:00,
Ratio Coffee,taipei,5,3,4,5,4,5,https://www.facebook.com/RatioCoffeeRoasters/,25.054209,121.617454,maybe,maybe,no,南港展覽館站,,
艾肯瑪斯咖啡,taipei,0,0,0,0,0,0,,25.0545541,121.5102939,,,,,,
產出The Food 貳店,taipei,0,4,3.5,5,4,4.5,https://m.facebook.com/pg/thefood2017/about/?mt_nav=1,25.0559578,121.5196317,,,no,,,
 Aka Coffee Brewers ,taipei,0,5,5,5,3,5,https://www.facebook.com/pg/akacoffeebrewers/reviews/,25.050978,121.5214233,no,maybe,yes,,14:00 - 22:00,
旬印Anemos Cafe,taipei,4.5,5,5,4.5,4,4,https://www.facebook.com/ceeinganemos/,25.054741,121.542881,no,maybe,no,南京復興,12:00 - 21:00,
馬可手作珈琲 MK Coffee Roasters,taipei,0,0,0,0,0,0,https://www.facebook.com/MKCoffeeRoasters/,24.9937647,121.4231039,,,,,,
十九本舖,taipei,0,2,3,5,3,4,https://www.facebook.com/wt19shop,25.0695401,121.3662577,no,maybe,no,,,
391tpe,taipei,4.5,5,5,4,1.5,3,https://www.facebook.com/pg/letsmeetf2f/about/?ref=page_internal,25.028555,121.5656472,no,yes,yes,台北101/世貿,,
芽可咖啡,taipei,0,0,0,0,0,0,,25.0125415,121.5300049,,no,no,,,
 Matcha One,taipei,3,3,3,4,2,4,https://m.facebook.com/MatchaOne/,25.028842,121.531047,,,,,,
折田菓舖,taipei,4,4,2,4,2,2,https://www.facebook.com/orita.japancakes/,25.0386665,121.5418462,maybe,maybe,no,忠孝復興,,
荳班房手作咖啡館,taipei,5,5,5,5,5,3.5,https://www.facebook.com/eva1050611/,24.9879757,121.4649127,maybe,no,yes,,,
Amyca 音。為你,taipei,5,5,5,5,5,5,https://www.facebook.com/amyca23/,25.0319633,121.4750262,,maybe,no,,,
 Ele Fun Cafe,taipei,5,3.5,4.5,5,5,5,https://m.facebook.com/Ele-Fun-Caf%C3%A9-1739937062991816/,25.0310163,121.5591982,no,yes,yes,世貿,週一到週五早上8:00~19:00，週末不一定,
Freckle & Dimple 雀斑梨渦,taipei,0,0,0,0,0,0,https://www.facebook.com/Freckle.Dimple/,25.0250636,121.4706734,no,maybe,no,,,
Ho&Lin’s store,taipei,0,4,4,0,5,0,https://www.facebook.com/holins.store/,25.065966,121.6537973,no,,yes,,二到五營業時間為07:00–11:30，14:00–16:00,
Charming Chat Café(CCCafé),taipei,0,0,0,0,0,0,,25.1175282,121.50993,,,,,,
SMOR GAFE,taipei,5,5,5,5,5,5,https://www.facebook.com/SMORGAFE/,25.063087,121.530736,no,yes,no,,Sun. to Thu. 11am-8pm；Fri. to Sat. 12pm-10pm,
後台咖啡,taipei,4.5,5,4.5,4,4,4.5,https://www.facebook.com/jsbackstagecafe/,25.02167,121.535306,,yes,yes,"台電大樓站2號出口步10分, 公館站3號出口步12分/公車站""臺大綜合體育館""步1分/YouBike""辛亥新生路口""站步1分",,
Aussie Cafe 澳氏咖啡,taipei,5,4,4,5,4,5,http://www.aussie-cafe.com.tw,25.061014,121.524291,maybe,yes,yes,中山國小,週一至五12:00-21:00          週六日10:00-21:00,
戲台咖啡,taipei,4,5,5,4,4,5,,25.0343807,121.5174692,no,maybe,no,,,
森耕咖啡商行,taipei,1,4,4.5,5,4,4.5,https://www.facebook.com/candonecafe/?fref=ts,25.0388865,121.5030425,no,no,no,"龍山寺站3號出口步8分/公車站''老松國小''步1分, ""祖師廟(貴陽街)""步2分, ""祖師廟(康定路)""步3分/YouBike""老松國小""站步3分","不定休, 會在FB專頁先說",
 日子選食,taipei,3,4,3,4,4,4,https://www.facebook.com/FOODSELECTOIN/,25.0535926,121.520104,,,,,赤峰街17巷20-1號,
轉角豆豆咖啡屋-野兔自家烘培咖啡,taipei,5,5,5,5,5,5,https://www.facebook.com/harecafe/,25.054617,121.509642,no,maybe,no,,有手作蛋糕、披薩、雞肉捲的輕食,
夢遊咖啡館 Longtimeago Café,taipei,4.8,5,3.8,4.5,4,5,https://www.facebook.com/Longtimeagocafe/,25.03955,121.55051,yes,yes,yes,忠孝敦化,Google map 顯示已休業,
醜小鴨咖啡,taipei,0,0,0,5,0,0,,25.0585697,121.5394418,,,,,,
Red Best Coffee 紅頂商人咖啡,taipei,5,2,3,5,5,0,http://www.redcoffee.com.tw/,25.0850878,121.5062597,no,maybe,no,,例假日公休,
Libo cafe,taipei,4,3.5,3,3,3.5,3,https://www.facebook.com/wilbeck6akun/,25.0545945,121.521935,,maybe,,中山,,
咖啡浪遊CafeWanderer,taipei,4.5,5,4,4,4,4,https://www.facebook.com/CafeWanderer2018/,25.021541,121.465725,no,maybe,yes,新埔站,週一公休,
里山咖啡,taipei,5,4,4,4,4,4,https://www.facebook.com/STYMCafe/?fref=ts,25.052618,121.533907,no,yes,yes,松江南京,,
Heritage Bakery & Cafe,taipei,4,4.5,4,3.5,3,4,https://www.facebook.com/heritagetaipei/,25.0452987,121.5118418,maybe,no,yes,北門站,,
秘氏咖啡,taipei,5,4,5,5,3,5,https://www.facebook.com/cafechamber/,25.0245551,121.5254577,,,no,"古亭站3號出口步4分, 台電大樓站3號出口步6分/公車站""羅斯福金門街口""步2分, ""捷運古亭站(和平)""""師大路""步5分/YoubBike""捷運古亭站(2號出口)""""和平金山路口""站步4分",,
麓鳩,taipei,0,0,0,0,0,0,,25.0464077,121.5563222,,maybe,no,,,
愛吃飯 iRice Kaffe,taipei,5,5,3,3,3,4,https://www.facebook.com/iRiceKaffe/,25.062509,121.65343,maybe,yes,yes,,最後點餐 21：00,
時間之旅 Time Travel Coffee Roaster,taipei,5,5,4.5,5,5,5,https://www.facebook.com/coffee82813463/,25.0848793,121.4716383,no,maybe,yes,捷運三民高中站,,
芳咖啡,taipei,0,0,0,0,0,0,,25.043126,121.4247035,,,,,,
CAFE SOLÉ 日出印象咖啡館（本店）,taipei,0,0,0,0,0,0,,25.0436839,121.55935,,,,市政府站,,
奧蘿茉 OROMO CAFE 敦南店(已歇業),taipei,5,4.5,3.5,5,5,3.5,https://www.facebook.com/oromocafe2/,25.0308898,121.5502332,,,,,,
王大閎書軒 DH Café,taipei,0,0,0,0,0,0,,25.0709499,121.5241054,,,,,,
橙舍咖啡 TW COFFEE,taipei,0,0,0,0,0,0,,25.045735,121.507105,,,,,,
cafe noote,taipei,4,5,5,4,4,3,https://www.facebook.com/cafenoote/,25.0293335,121.4728018,no,maybe,no,,,
Flux,taipei,5,4,4,4,4,4,https://www.facebook.com/FluxbyFancia/,25.0395127,121.506083,,no,no,,,
黑沃咖啡 （威秀店）,taipei,4,3,4,5,5,4,,25.0356356,121.5670989,,,,,,
凝視咖啡Gaze Cafe,taipei,5,4,5,5,5,4,https://www.facebook.com/gazecafe/,25.0364466,121.5044128,no,maybe,no,,,
THE NORMAL,taipei,0,0,0,0,0,0,https://www.facebook.com/thenormal.adrc/,25.0380869,121.5560514,,,,,,
Aromug Coffee 歐洛瑪咖啡 萬隆初始店,taipei,0,0,0,0,0,0,https://www.facebook.com/aromugcoffee/,24.999495,121.53978,maybe,yes,no,,,
Enter Space,taipei,5,5,4,5,5,5,https://www.facebook.com/EnterSpaceTW/?ref=ts&fref=ts,25.0801379,121.550866,no,maybe,yes,,,
肆月咖啡,taipei,4,3.5,4.5,4,4,4.5,https://www.facebook.com/UzukiCafe/,25.06407,121.52912,no,maybe,yes,中山國小站3號出口走約10-15分鐘,,
好杯咖啡,taipei,5,4,4,5,4,4,https://www.facebook.com/cafenoworries/,25.065816,121.517391,maybe,maybe,yes,民權西路,1000~2100          周一公休,
